"UNCode","CountryName","Code","ISO3Code","UNICEFCode","MDGRegion1","MDGRegion1excl","MDGRegion2","MDGRegion3","MDGRegion4","MDGRegion5","UNICEFRegion1","UNICEFRegion2","UNICEFRegion3","UNICEFRegion4","UNICEFRegion5","UNICEFRegion6","WHORegion1","WBRegion1","WBRegion2","WBRegion3","WBRegion4","UNPDRegion1","UNPDRegion2","UNPDRegion3","UNPDRegion4","UNPDRegion5","OICRegion1","OICRegion2","OICRegion3","OICRegion4","Countdown.and.COIA.75.Priority.Countries","ECAAfrica","AURegion1","AURegion2","FragileCountries2013","FragileCountries2014","FragileCountries2015","USAIDcountry","M49Region1","M49Region2","M49Region3","UNICEFCountry","pop01950","pop01951","pop01952","pop01953","pop01954","pop01955","pop01956","pop01957","pop01958","pop01959","pop01960","pop01961","pop01962","pop01963","pop01964","pop01965","pop01966","pop01967","pop01968","pop01969","pop01970","pop01971","pop01972","pop01973","pop01974","pop01975","pop01976","pop01977","pop01978","pop01979","pop01980","pop01981","pop01982","pop01983","pop01984","pop01985","pop01986","pop01987","pop01988","pop01989","pop01990","pop01991","pop01992","pop01993","pop01994","pop01995","pop01996","pop01997","pop01998","pop01999","pop02000","pop02001","pop02002","pop02003","pop02004","pop02005","pop02006","pop02007","pop02008","pop02009","pop02010","pop02011","pop02012","pop02013","pop02014","pop02015","pop02016","pop02017","pop02018","pop02019","pop02020","pop02021","pop02022","pop02023","pop02024","pop02025","pop02026","pop02027","pop02028","pop02029","pop02030","pop02031","pop02032","pop02033","pop02034","pop02035","pop02036","pop02037","pop02038","pop02039","pop02040","pop02041","pop02042","pop02043","pop02044","pop02045","pop02046","pop02047","pop02048","pop02049","pop02050","pop1to41950","pop1to41951","pop1to41952","pop1to41953","pop1to41954","pop1to41955","pop1to41956","pop1to41957","pop1to41958","pop1to41959","pop1to41960","pop1to41961","pop1to41962","pop1to41963","pop1to41964","pop1to41965","pop1to41966","pop1to41967","pop1to41968","pop1to41969","pop1to41970","pop1to41971","pop1to41972","pop1to41973","pop1to41974","pop1to41975","pop1to41976","pop1to41977","pop1to41978","pop1to41979","pop1to41980","pop1to41981","pop1to41982","pop1to41983","pop1to41984","pop1to41985","pop1to41986","pop1to41987","pop1to41988","pop1to41989","pop1to41990","pop1to41991","pop1to41992","pop1to41993","pop1to41994","pop1to41995","pop1to41996","pop1to41997","pop1to41998","pop1to41999","pop1to42000","pop1to42001","pop1to42002","pop1to42003","pop1to42004","pop1to42005","pop1to42006","pop1to42007","pop1to42008","pop1to42009","pop1to42010","pop1to42011","pop1to42012","pop1to42013","pop1to42014","pop1to42015","pop1to42016","pop1to42017","pop1to42018","pop1to42019","pop1to42020","pop1to42021","pop1to42022","pop1to42023","pop1to42024","pop1to42025","pop1to42026","pop1to42027","pop1to42028","pop1to42029","pop1to42030","pop1to42031","pop1to42032","pop1to42033","pop1to42034","pop1to42035","pop1to42036","pop1to42037","pop1to42038","pop1to42039","pop1to42040","pop1to42041","pop1to42042","pop1to42043","pop1to42044","pop1to42045","pop1to42046","pop1to42047","pop1to42048","pop1to42049","pop1to42050"
438,"Liechtenstein",181,"LIE","LIE","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","N/A","High income: nonOECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Western Europe","",1,157,148,136,126,123,130,143,163,182,198,204,196,179,159,144,141,155,181,210,231,237,221,189,151,123,116,137,179,228,266,282,268,233,187,147,126,126,145,174,202,219,222,217,206,195,188,187,187,191,195,198,201,205,206,207,210,211,213,213,211,207,200,190,181,173,170,174,181,191,201,209,213,213,212,209,208,209,209,209,209,210,210,209,207,206,205,204,204,204,203,204,205,204,206,207,208,210,212,213,215,216,614,613,595,573,561,566,561,583,622,661,692,749,769,763,756,765,722,736,790,843,865,902,895,856,819,795,684,659,690,723,732,848,870,827,775,749,671,650,670,700,718,776,807,818,824,837,818,814,818,822,822,814,813,819,825,825,819,814,808,798,789,803,799,785,773,765,740,736,745,760,770,793,808,815,823,831,836,842,848,854,855,854,852,851,849,846,840,835,833,832,829,826,826,825,828,830,832,837,843,849,855
440,"Lithuania",161,"LTU","LIT","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: nonOECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Northern Europe","",1,22216,25230,27588,29349,30556,31254,31200,30877,30391,29866,29409,28988,28754,28597,28370,27986,27463,26801,26150,25706,25590,25956,26650,27447,28026,28170,27756,26910,25920,25193,25017,25572,26626,27940,29181,30089,30606,30803,30628,30044,29063,27909,26358,24609,22919,21474,20393,19588,18982,18456,17918,17272,16631,16053,15624,15396,15446,15676,16012,16360,16646,16848,17000,17062,16982,16733,16040,15174,14299,13653,13399,13648,14289,15102,15767,16061,15858,15295,14518,13744,13138,12746,12513,12408,12373,12362,12369,12413,12483,12572,12670,12765,12858,12947,13024,13086,13118,13131,13129,13117,13102,89350,88136,90892,94747,98491,101675,107764,110355,110609,110223,111126,114029,115745,117056,117962,118167,116930,115514,113877,112219,110687,107905,106881,106996,107274,107066,108926,108896,107623,106379,106038,104553,104934,106714,108908,110915,114494,117080,118660,119249,118651,117518,114961,111230,106814,102124,95473,90210,86013,82169,78043,74409,70571,66535,62829,60135,59497,58869,58535,58520,58751,59916,60565,60782,60810,61168,62976,63186,62544,61872,61582,59154,58549,59149,59874,60002,61183,61127,60109,58838,57775,56001,54615,53588,52684,51753,50776,50114,49676,49419,49319,49634,49889,50121,50387,50740,51288,51680,51969,52205,52417
442,"Luxembourg",182,"LUX","LUX","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Western Europe","",1,1899,2016,2124,2220,2300,2361,2419,2462,2495,2523,2548,2563,2579,2588,2585,2564,2530,2482,2422,2354,2283,2195,2105,2021,1960,1932,1952,2007,2076,2142,2186,2211,2214,2209,2206,2217,2226,2248,2283,2341,2419,2518,2637,2760,2863,2930,2955,2945,2910,2864,2822,2797,2778,2767,2764,2775,2762,2762,2780,2822,2893,2992,3119,3256,3379,3469,3556,3611,3639,3653,3666,3680,3692,3703,3713,3731,3765,3805,3847,3885,3920,3951,3977,3997,4013,4028,4045,4063,4079,4098,4120,4152,4188,4228,4267,4309,4358,4405,4454,4498,4537,8101,7986,8064,8222,8422,8639,8982,9255,9481,9694,9922,10077,10233,10378,10477,10501,10469,10389,10267,10118,9951,9728,9488,9249,9027,8822,8512,8364,8330,8329,8309,8417,8476,8499,8541,8645,8766,8892,9043,9236,9488,9714,10034,10419,10805,11124,11441,11663,11790,11851,11857,11721,11620,11550,11510,11517,11505,11524,11593,11725,11898,11888,12063,12344,12637,12884,13382,13742,14003,14228,14456,14676,14859,15019,15155,15256,15269,15336,15437,15540,15620,15730,15830,15918,16002,16082,16189,16279,16360,16439,16520,16608,16710,16825,16950,17077,17233,17397,17561,17726,17886
450,"Madagascar",7,"MDG","MAD","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Eastern Africa","Least developed countries","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","Eastern Africa","Africa","Eastern Africa","Non-fragile","Fragile","Fragile","USAID","Africa","Eastern Africa","",1,72931,81863,88830,94028,97607,99709,99720,99332,98935,99036,100168,102505,106136,110622,115305,119678,122941,125974,129027,132461,136524,140780,145576,150739,156040,161263,166056,171041,175572,178848,180440,178916,175893,173212,173395,178176,188990,204154,221299,237161,249361,255029,257363,257950,259201,262970,269873,279211,289697,299521,307351,311946,314870,316928,319320,322981,328237,334692,342181,350379,358986,367740,376906,386318,395759,405061,413883,422540,431017,439346,447563,455656,463651,471495,479144,486574,493868,500967,507912,514766,521573,528533,535455,542349,549217,556050,563053,570018,576980,583975,591021,598380,605773,613102,620233,627076,633854,640328,646541,652567,658458,238692,250248,266797,282754,296807,310339,332705,345579,353154,359571,367953,373513,381142,390941,401593,412488,427183,439342,450046,461399,475266,492261,508246,524095,540463,558257,580210,599561,616893,632000,645297,663478,671559,673843,677531,688050,691049,710152,741340,776255,809596,862421,898373,922472,944544,972406,997353,1025612,1057163,1088354,1117172,1151717,1178144,1198665,1217578,1238078,1255693,1275481,1297698,1321628,1347036,1375683,1405437,1436280,1468489,1502488,1542288,1579266,1614476,1649243,1684836,1722723,1758384,1792537,1825648,1858197,1890863,1922075,1952138,1981341,2009937,2038489,2066478,2093998,2121148,2148056,2176226,2203764,2230875,2257904,2285208,2314503,2343283,2371659,2399661,2427438,2457721,2486135,2513100,2539181,2564866
454,"Malawi",8,"MWI","MLW","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","South Africa","Least developed countries","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","Southern Africa","Africa","Southern Africa","Non-fragile","Fragile","Non-fragile","USAID","Africa","Eastern Africa","",1,63497,59921,58000,57504,58305,60286,63139,66566,70281,73953,77237,79338,80990,82428,84021,86065,88235,90907,93956,97211,100537,103234,106097,109183,112582,116351,119980,124162,128591,132863,136752,139101,140973,143554,148398,156428,164774,176266,188227,197056,200427,203380,201274,196781,193491,193819,195301,200413,207784,215454,222035,226705,230554,234291,238943,245202,252880,262021,271763,280938,288712,293568,297168,300284,304059,309349,316607,325274,334685,343865,352083,358848,364715,370062,375447,381296,387652,394435,401474,408517,415372,421946,428377,434698,440974,447256,453550,459832,466117,472426,478762,485225,491713,498135,504372,510340,516123,521633,526935,532134,537301,213331,221069,221759,220815,220897,223123,224056,227935,233665,240261,247556,261277,270696,277353,283780,292230,303421,312816,321555,330473,340751,354607,365928,375999,386427,398842,414697,429045,442630,455792,469344,486350,497874,507916,522752,547769,572554,603446,636750,663813,677478,706397,716529,713115,708489,714891,726437,741210,760791,782533,803851,828345,848309,865469,883579,905968,929401,955964,985336,1015632,1045878,1081806,1110736,1134978,1158509,1184222,1205216,1230689,1259600,1289136,1317395,1349266,1377678,1403426,1428627,1454891,1480927,1507015,1533370,1559645,1585780,1613386,1639797,1665341,1690592,1716096,1742937,1768708,1793802,1818664,1843765,1870216,1895940,1921109,1945811,1970251,1996715,2021239,2044301,2066588,2088701
458,"Malaysia",99,"MYS","MLY","South-eastern Asia","South-eastern Asia","Developing regions","","","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","","","Western Pacific","Upper middle income","East Asia and Pacific","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Upper middle income","OIC Middle income","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","South-Eastern Asia","",1,124158,122273,124822,129379,134438,139094,142693,145633,148433,151892,156753,163562,171399,178838,183978,185558,182746,176559,169016,163003,160646,163906,170720,179325,187165,192464,193745,192576,190729,190601,193803,201597,212485,224669,235812,244391,248515,250111,250376,250999,253163,258078,264139,270714,276881,281904,285228,287436,288100,286738,283121,277693,270494,261902,252401,242513,231572,220220,210807,206430,209053,220781,239368,260583,278570,289182,290355,284248,273860,263777,257431,256501,259032,263578,267868,270224,270433,268963,266278,263123,260062,257436,254818,252213,249580,246901,244426,242004,239712,237643,235865,234615,233648,232977,232604,232511,232890,233501,234217,234871,235340,384342,418091,440449,460490,479991,500533,522295,542026,560397,578953,598799,613459,634132,657836,679266,694494,713331,720749,719729,716858,716357,698359,697942,710453,725566,734221,744022,748845,748906,751285,763754,781913,809808,847308,887495,921580,943207,962968,978484,991563,1004907,1013458,1027268,1045247,1063991,1080004,1093542,1105360,1113808,1117304,1114255,1108449,1095036,1075008,1050709,1025994,1006988,981285,954803,934938,924806,896171,900475,927146,958752,983588,1040257,1067854,1074093,1074665,1080302,1069701,1069143,1076417,1083392,1084419,1084170,1082306,1077852,1072084,1065431,1057177,1048433,1039324,1029588,1019022,1007806,997128,986886,977055,967575,958632,951109,944853,939738,935667,933491,932487,932421,932962,933876
462,"Maldives",70,"MDV","MAL","Southern Asia","Southern Asia excluding India","Developing regions","","","","South Asia","South Asia","Asia","Developing countries","","","South-East Asia","Upper middle income","South Asia","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Upper middle income","OIC Middle income","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","Southern Asia","",1,1007,1064,1134,1219,1320,1436,1551,1669,1786,1889,1975,2030,2070,2100,2126,2156,2203,2255,2316,2384,2464,2501,2553,2614,2673,2728,2779,2822,2881,2985,3153,3397,3696,4009,4282,4471,4558,4568,4516,4436,4349,4274,4198,4116,4013,3881,3701,3499,3303,3137,3026,2982,2995,3050,3129,3217,3299,3387,3481,3584,3696,3822,3953,4067,4134,4134,4051,3904,3720,3538,3393,3298,3239,3204,3170,3120,3055,2979,2900,2829,2777,2746,2730,2728,2734,2748,2767,2793,2819,2845,2864,2880,2889,2892,2887,2872,2852,2823,2787,2745,2701,4257,4027,3952,3979,4112,4340,4686,5019,5338,5656,6004,6533,6911,7179,7397,7614,7865,8060,8238,8439,8699,8931,9158,9378,9590,9798,10126,10362,10566,10839,11258,11694,12332,13106,13893,14616,15705,16421,16845,17114,17333,17397,17372,17276,17078,16764,16276,15717,15098,14480,13902,13213,12727,12413,12218,12111,12264,12419,12591,12829,13181,13734,14248,14725,15133,15453,15868,15990,15891,15683,15432,14849,14422,14103,13787,13404,13021,12642,12261,11908,11603,11369,11164,10995,10865,10785,10820,10851,10888,10937,11011,11164,11274,11350,11401,11438,11474,11467,11424,11349,11247
466,"Mali",34,"MLI","MLI","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","West Africa","Least developed countries","","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","OIC","Africa","OIC Low income","","Countdown","West Africa","Africa","Western Africa","Non-fragile","Fragile","Fragile","USAID","Africa","Western Africa","",1,81442,89696,95840,100208,103017,104415,103458,102161,100870,100026,100100,100912,102980,105907,109112,112139,113727,115301,116999,119033,121556,123406,125847,128688,131699,134717,136858,139128,141607,144431,147678,150534,153976,157654,161119,164082,166357,168326,170503,173591,178079,181810,187074,193383,200061,206605,211772,216996,222523,228747,235949,242865,250712,259400,268783,278656,288127,298200,308142,317061,324380,329839,333970,337480,341431,346649,352843,360314,368808,377872,387115,396057,405218,414526,423898,433268,442154,451032,459912,468852,477891,486898,496022,505101,513944,522418,530385,537998,545307,552408,559370,566312,573139,579731,585937,591661,596941,601774,606358,610952,615741,289913,291420,299662,308083,315357,322749,340944,348160,349098,348697,351123,354941,357553,360316,363506,368260,380418,387210,390954,394948,402534,417217,427149,434695,442019,451582,468240,479170,486933,494558,505199,522406,535561,546289,555781,565727,584124,595240,602572,610858,624609,641023,656730,673064,690555,710409,738102,760082,779165,799062,823341,853330,880615,907203,935451,968388,1011713,1050905,1087471,1122293,1156879,1201837,1235832,1262801,1287747,1314626,1337015,1361590,1388379,1416354,1445161,1477422,1509052,1540530,1572926,1607434,1648390,1685842,1721281,1756541,1793449,1834151,1872404,1909140,1945022,1980882,2019333,2054506,2087265,2118670,2149721,2181567,2211417,2239659,2266433,2291992,2318721,2342537,2364156,2384704,2405151
470,"Malta",183,"MLT","MLT","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: nonOECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Southern Europe","",1,6437,5059,4117,3510,3195,3124,3266,3506,3771,3990,4098,4033,3819,3504,3162,2856,2561,2291,2079,1959,1958,2097,2354,2669,2963,3182,3278,3300,3261,3182,3088,2952,2799,2654,2558,2539,2625,2788,2980,3132,3199,3149,3012,2828,2651,2524,2467,2462,2475,2464,2400,2266,2083,1888,1733,1654,1669,1759,1890,2003,2064,2064,2013,1934,1862,1822,1826,1861,1914,1967,2010,2040,2059,2072,2089,2111,2147,2190,2229,2256,2262,2246,2210,2160,2105,2050,2001,1955,1911,1872,1839,1815,1798,1787,1779,1775,1772,1770,1770,1773,1778,17563,19991,20094,19530,18914,18492,16809,16224,16263,16382,16161,15966,15572,14948,14262,13614,12715,11849,11065,10404,9888,9103,8867,9021,9333,9667,10573,11127,11425,11632,11866,12077,12073,11947,11789,11671,11213,11123,11277,11466,11540,11923,11971,11773,11512,11324,10962,10733,10606,10449,10169,9954,9568,9061,8585,8262,7791,7641,7740,7906,7962,8061,8057,7954,7831,7759,7624,7590,7635,7706,7764,7871,7963,8043,8127,8234,8337,8465,8602,8720,8801,8910,8941,8911,8845,8755,8584,8426,8273,8116,7947,7737,7572,7438,7327,7224,7164,7112,7066,7034,7023
478,"Mauritania",35,"MRT","MTA","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","North Africa","Least developed countries","","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Lower middle income","Sub-Saharan Africa","Middle income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","OIC","Arab","OIC Low income","","Countdown","North Africa","Africa","Northern Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Western Africa","",1,12719,13615,14396,15095,15731,16312,16741,17168,17597,18028,18474,18871,19309,19786,20297,20839,21350,21900,22485,23100,23738,24338,24967,25621,26287,26961,27575,28210,28864,29534,30217,30859,31528,32233,32983,33786,34650,35578,36547,37528,38503,39333,40173,41038,41953,42932,43830,44796,45836,46958,48164,49369,50652,51957,53203,54339,55475,56504,57453,58362,59265,60128,60992,61855,62709,63555,64385,65219,66061,66923,67806,68715,69649,70595,71536,72455,73346,74219,75080,75940,76806,77697,78594,79482,80337,81146,81918,82648,83344,84018,84678,85358,86029,86685,87320,87928,88540,89131,89700,90249,90777,43743,45156,46942,48760,50656,52823,55981,58362,60299,62132,64185,66610,68618,70415,72170,74075,76323,78311,80175,82064,84160,86874,89225,91386,93557,95957,99049,101672,104031,106367,108942,112231,115063,117653,120240,123064,126484,129689,132832,136046,139502,143593,147209,150583,154019,157829,161942,165803,169618,173596,177923,182538,187128,191677,196104,200399,205809,210402,214418,218232,222224,226875,230971,234727,238322,241915,245730,249206,252469,255658,258933,262643,266114,269441,272734,276133,280282,283949,287310,290584,294001,298056,301713,305111,308372,311650,315595,318976,321963,324766,327597,330941,333852,336471,338932,341388,344414,346993,349264,351386,353533
480,"Mauritius",17,"MUS","MTS","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","South Africa","","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","","","Africa","Upper middle income","Sub-Saharan Africa","Middle income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Excluding least developed countries","Excluding China","","","","","","Southern Africa","Africa","Eastern Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Eastern Africa","",1,9785,10015,10556,11197,11794,12263,12536,12685,12772,12894,13139,13580,14125,14618,14850,14684,13959,12879,11638,10528,9775,9527,9628,9970,10375,10705,10877,10982,11024,11027,11018,11053,11080,11072,10993,10823,10504,10084,9694,9506,9630,10149,10983,11887,12531,12688,12198,11232,10049,9029,8447,8469,8919,9570,10096,10259,9942,9293,8466,7692,7144,6877,6824,6917,7052,7154,7208,7238,7243,7226,7194,7141,7063,6975,6896,6844,6833,6847,6869,6880,6859,6808,6728,6629,6523,6422,6331,6246,6164,6084,6003,5930,5856,5788,5729,5679,5643,5615,5595,5581,5569,35044,36272,37569,39138,40814,42467,44487,46016,47164,48213,49416,50331,51579,52955,53991,54399,55560,55044,53306,51169,49218,45994,43899,42697,41908,41355,42363,42962,43316,43655,43937,43710,43553,43335,42910,42343,42345,41758,40869,40194,40109,39533,40164,41615,43017,43746,45779,45830,44435,42729,41570,39139,38162,38273,38501,38172,38814,38291,36874,35283,34022,32120,30825,30050,29458,28837,28564,28317,28070,27881,27792,28058,28104,28020,27912,27860,27726,27678,27691,27683,27607,27548,27412,27204,26954,26678,26329,25992,25663,25326,24970,24597,24247,23913,23599,23309,23055,22833,22642,22477,22345
